name,uri,artist,mood,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration
Take It or Leave It,7LeIYh4gDj5l8mJ7kNsHIv,Great Good Fine Ok,energetic,0.162,0.69,0.753,0.0,0.0718,-3.83,0.0555,148.024,0.931,0 days 00:03:03.468000
Waves - Robin Schulz Radio Edit,4OJKPoqK5oMdPmAuT4V8Lg,Mr. Probz,energetic,0.00849,0.83,0.507,0.00139,0.0955,-9.295,0.0369,119.999,0.444,0 days 00:03:23.080000
Dreaming,3c7vquF4xacCmFrxztLUVH,Smallpools,energetic,0.000527,0.615,0.887,0.0,0.0667,-2.924,0.0453,119.0,0.877,0 days 00:03:36.573000
Dreaming,3c7vquF4xacCmFrxztLUVH,Smallpools,energetic,0.000457,0.624,0.878,0.0,0.0656,-2.934,0.0514,119.106,0.878,0 days 00:03:36.560000
7/11,02M6vucOvmRfMxTXDUwRXu,Beyoncé,energetic,0.0128,0.747,0.705,0.0,0.126,-5.137,0.126,136.024,0.56,0 days 00:03:33.507000
Elastic Heart,6kwAbEjseqBob48jCus7Sz,Sia,energetic,0.0117,0.421,0.791,1.48e-05,0.146,-4.998,0.0496,130.075,0.499,0 days 00:04:17.200000
Revolusion,7ppPVLsLNfHDneQnzZmUFJ,Elliphant,energetic,0.127,0.579,0.886,0.000715,0.334,-4.964,0.499,159.95,0.32,0 days 00:03:17.682000
Alive,2SHnUyZq0zwmvRIl4WY77G,Krewella,energetic,0.00413,0.663,0.822,0.00318,0.234,-2.909,0.0557,128.002,0.567,0 days 00:04:50.760000
Alive,2SHnUyZq0zwmvRIl4WY77G,Krewella,energetic,0.0202,0.488,0.715,0.0,0.1,-4.587,0.06,95.996,0.361,0 days 00:03:22.794000
What Do You Mean?,6nRwc5GgNvBMkKaynhQzrm,Justin Bieber,energetic,0.65,0.841,0.571,0.00033,0.0895,-8.066,0.102,125.032,0.772,0 days 00:03:27.547000
I Do,5ctXZyWLbYyUSpPOdlKTlj,Felix Jaehn,energetic,0.00532,0.716,0.729,0.000597,0.313,-5.726,0.0375,124.003,0.498,0 days 00:03:02.126000
Delilah - Galantis Remix / Edit,7MZQuwt46u1msooeewfQ88,Florence + The Machine,energetic,0.0798,0.58,0.885,0.00329,0.249,-3.369,0.0698,127.907,0.319,0 days 00:03:42.459000
Black Magic,1QfVbQwEz691rDzdax0FB2,Keyes,energetic,0.00439,0.643,0.575,0.0,0.117,-7.247,0.0543,102.94,0.29,0 days 00:03:08.082000
Player - Jai Wolf Remix,0wbrvlS9RZ79iFdH88gXtK,Tinashe,energetic,0.0654,0.582,0.872,0.000182,0.0436,-0.936,0.0462,106.038,0.196,0 days 00:04:07.925000
Whole Lotta Lovin',7i7AAhZxVZkwFbgLOAyRcU,Mustard,energetic,0.187,0.444,0.406,5.18e-06,0.0627,-8.687,0.0619,159.88,0.427,0 days 00:04:59.160000
Activate Me - Hoodboi Remix,2c5ZXiw3KCKjYIHMZEYYQU,ASTR,energetic,0.00158,0.549,0.758,0.102,0.154,-8.675,0.0516,142.032,0.434,0 days 00:04:44.789000
Omen - Dillon Francis Remix,40sglh34jX7N1LlhqRF029,Disclosure,energetic,0.00197,0.581,0.892,3.64e-06,0.322,-4.545,0.152,111.954,0.464,0 days 00:04:02.143000
Show Your Colors (PLS&TY Remix),1xQBCYn1klJdVdFjgVjpqL,Genevieve,energetic,0.00392,0.55,0.866,0.0,0.349,-2.554,0.0581,164.006,0.365,0 days 00:04:06.711000
Running Wild (feat. The Oddictions and Britt Daley) - Jayceeoh Remix,2ytQKZdKX7cBmTVUyMOpDh,Morgan Page,energetic,0.001,0.503,0.734,0.731,0.0931,-5.313,0.0388,140.091,0.0934,0 days 00:03:12
Embrace (Le Youth Radio Mix),5fHGOimObvIVedxB8FtoSs,Goldroom,energetic,0.0821,0.763,0.877,0.000311,0.0643,-5.593,0.0516,124.033,0.835,0 days 00:03:23.236000
Work It Out (feat. Digital Farm Animals),7L2H9LWWKBLhITaUZLFMdy,Netsky,energetic,0.00569,0.468,0.887,1.93e-05,0.0528,-2.936,0.046,86.016,0.222,0 days 00:03:18.147000
Eyes Wide - Samuel Remix,7waP40PaRQxuDC57OPhggg,Meadowlark,energetic,0.176,0.592,0.604,0.00368,0.178,-7.504,0.0353,114.029,0.213,0 days 00:03:59.601000
Dynamite,6VZjkGczm8t7GS5kg6ouMi,AU8UST,energetic,0.0112,0.746,0.765,0.0,0.0936,-4.41,0.0993,114.044,0.737,0 days 00:03:19.054000
Dynamite,6VZjkGczm8t7GS5kg6ouMi,AU8UST,energetic,0.0491,0.682,0.767,0.00189,0.0768,-5.752,0.104,127.933,0.4,0 days 00:03:56.497000
I Wish (My Taylor Swift) - Jayceeoh Remix,29tM5UdanIQKUiVs4x7Py1,The Knocks,energetic,0.029,0.505,0.89,8.22e-05,0.11,-3.767,0.0436,133.955,0.31,0 days 00:03:47.575000
Tremble,19nduPc9nAYRcQkK4xRUrf,Nicole Millar,energetic,0.0968,0.685,0.736,0.222,0.0807,-3.578,0.0388,149.963,0.343,0 days 00:03:17.700000
Bright Side - Axmod Remix,0kTc2C6tQwyQymYJ2N73Hl,Mozambo,energetic,0.0502,0.696,0.526,0.00228,0.099,-5.895,0.0392,113.008,0.311,0 days 00:04:32.160000
Keeping Your Head Up - Don Diablo Remix; Radio Edit,7KCXA4Y1gIGDSm388m9bW1,Birdy,energetic,0.46,0.639,0.931,0.0,0.0942,-1.73,0.0708,126.084,0.471,0 days 00:03:27.146000
Bass Charmer (feat. JFMEE),3PKjtWFHJDv6S3kE0DzxQQ,Pegboard Nerds,energetic,0.00226,0.535,0.961,0.000208,0.39,-3.068,0.102,159.883,0.283,0 days 00:03:03.071000
Rolling (feat. Chrissy Quadros),6AR4KHAOjFwhzy9wtnHDKw,TKDJS,energetic,0.0137,0.763,0.825,0.000387,0.385,-4.104,0.0366,125.005,0.364,0 days 00:03:58.080000
Afterlife (Remix by Frank Pole),2sLOxiEuoHX49R7bHcqQcR,Frank Pole,energetic,0.0378,0.713,0.771,8.03e-05,0.221,-4.562,0.201,114.93,0.42,0 days 00:04:08.620000
With You (Regulators Remix),14SkRv8oTdxxuvbezJMEmm,Dirty South,energetic,0.0061,0.618,0.804,0.253,0.309,-6.793,0.0294,150.022,0.17,0 days 00:04:29.039000
Inside Out,7sG2bWi2eDtvX9vX8yC1Gn,The Chainsmokers,energetic,0.00308,0.545,0.65,7.98e-06,0.122,-5.853,0.0315,143.937,0.121,0 days 00:03:53.773000
Drum Machine (feat. Skrillex) - Fareoh Remix,7GZY9eji1IOzqBWYnkIcpg,Big Grams,energetic,0.0121,0.603,0.977,0.0068,0.123,-2.461,0.109,150.019,0.175,0 days 00:03:45.069000
Down (Shindō & Ricky Mears Remix),04cnOzTrNOLJrFbRIO4CPJ,Brandyn Burnette,energetic,0.00873,0.645,0.742,0.000957,0.0833,-4.928,0.11,150.087,0.263,0 days 00:03:12
Raging (feat. Kodaline),6DsFZITJMPnh8z5XewfVmL,Kygo,energetic,0.0498,0.55,0.689,0.0,0.207,-7.76,0.094,99.904,0.408,0 days 00:03:44.487000
Satisfy,3ZcC7u9G26MSB5zJ3eNUGR,MOONZz,energetic,0.101,0.488,0.725,2.66e-05,0.118,-6.133,0.141,83.341,0.51,0 days 00:03:22.192000
Give Me Your Love (feat. Nile Rodgers),4CWZOyb9YHIH06yfsvY6k1,Sigala,energetic,0.00411,0.635,0.945,2.41e-05,0.314,-2.298,0.036,125.024,0.686,0 days 00:03:29.014000
Jungle - Remix,5wnfZ7VjDpZNyfJkqc9I1d,X Ambassadors,energetic,0.00487,0.464,0.785,1.05e-05,0.29,-4.034,0.244,78.185,0.245,0 days 00:03:27.613000
Marathon,3a1oOzpXDb8k36NvADS7NU,Lost Kings,energetic,0.0447,0.693,0.905,0.000224,0.354,-5.608,0.0383,104.989,0.399,0 days 00:03:41.714000
Hair (feat. Sean Paul),5jlsg7onynIipVy5krMaRZ,Little Mix,energetic,0.00623,0.712,0.835,1.68e-06,0.843,-4.676,0.0487,153.956,0.741,0 days 00:03:53.827000
Talking About Love,1RU2RF3jSyU8o3QbOpTroT,King Topher,energetic,0.00978,0.682,0.935,0.0106,0.122,-1.503,0.0336,125.995,0.412,0 days 00:03:27.619000
The Touch,34P8D49tOZahwQRePYGEIt,KOLAJ,energetic,0.00822,0.64,0.761,0.00377,0.0464,-6.07,0.0344,112.024,0.319,0 days 00:04:10.720000
Takes My Body Higher (feat. Lincoln Jesser),306DlsO3OgFYsFZCfZzlBW,Shoffy,energetic,0.238,0.71,0.732,0.0,0.146,-5.266,0.0381,125.032,0.128,0 days 00:04:11.520000
This Is What You Came For (feat. Rihanna),0azC730Exh71aQlOt9Zj3y,Calvin Harris,energetic,0.199,0.631,0.927,0.119,0.148,-2.787,0.0332,123.962,0.465,0 days 00:03:42.160000
Care (Ft. Madi),1JYqoqlqzUAAYJeOVlhKIC,R3HAB,energetic,0.162,0.549,0.832,0.0,0.117,-3.424,0.0964,168.025,0.19,0 days 00:03:09.107000
How to Love (feat. Sofia Reyes),2VYiQ9ijG3NER2aevaxzDi,Cash Cash,energetic,0.148,0.673,0.894,3.4e-06,0.141,-2.73,0.0594,118.894,0.63,0 days 00:03:39.240000
Get It On,2SvNvlHAEdfYELO3sCWcKP,Jenaux,energetic,0.0271,0.656,0.939,0.0179,0.321,-1.277,0.0479,108.086,0.528,0 days 00:03:34.444000
Fragile,72KReh9TpK9uZI7uyxTf2y,Prince Fox,energetic,0.156,0.42,0.755,0.0,0.117,-5.462,0.115,92.2,0.546,0 days 00:03:36.533000
Surprise Yourself - GRYFFIN x Manila Killa Remix,5Q17mAldONliLKiSKpikRv,Jack Garratt,energetic,0.197,0.456,0.777,0.0,0.112,-5.97,0.055,102.968,0.285,0 days 00:03:15.496000
Golden Light (feat. 6AM),3T8j0WDSw7G98rNLAe2M2X,Madden,energetic,0.012,0.706,0.897,1.01e-06,0.343,-2.539,0.0349,125.002,0.626,0 days 00:03:27.291000
Open Fire (feat. Daniel Johns),2WXkX9ZPKPmZkesWdQ26QU,SLUMBERJACK,energetic,0.0193,0.456,0.701,3.82e-05,0.0497,-5.104,0.102,154.139,0.381,0 days 00:03:16.364000
Parallel Lines (feat. Phantogram),6FbpmeFayVrx4cZiVxZvtF,A-Trak,energetic,0.00768,0.573,0.874,3.12e-05,0.232,-3.283,0.0301,123.922,0.776,0 days 00:03:35.107000
Tunnel Vision,34E0S4r5M2UQz6bqGxuFVC,Srsly,energetic,0.00801,0.419,0.521,2.79e-05,0.109,-12.038,0.147,142.341,0.265,0 days 00:04:16.897000
The Power of Your Love - Radio Mix,1rG6DktXGTvok4AWzA3Lpv,Adana,energetic,0.0997,0.696,0.954,0.0176,0.0969,-4.357,0.0397,122.009,0.782,0 days 00:03:20
At Night (I Think About You),4lwthdbsRkAnZhFunjjgrs,MNEK,energetic,0.0135,0.555,0.871,0.0,0.0859,-3.316,0.108,145.151,0.598,0 days 00:03:35.820000
Good To Be Loved - KREAM Remix,1XuSzOOnPnjMyzqlQZazz4,M-22,energetic,0.0257,0.754,0.866,0.0108,0.124,-5.37,0.0641,125.981,0.488,0 days 00:03:16.200000
2 Heads,5RK8kePPbYkBqMu1e23zuv,Coleman Hell,energetic,0.0611,0.732,0.564,0.000251,0.106,-8.49,0.0372,120.008,0.358,0 days 00:03:32.427000
Mad Behaviour - Seamus Haji Remix,64LuKjZ2Ni4ZqxYYpY38S6,Izzy Bizu,energetic,0.0324,0.739,0.734,0.0113,0.101,-6.092,0.0476,123.996,0.709,0 days 00:05:27.160000
Kill The Lights (with Nile Rodgers) - Audien Remix,4iCKHGl4ij4YMwFrUZLGEQ,Alex Newell,energetic,0.0837,0.647,0.879,1.98e-06,0.538,-0.93,0.0831,126.042,0.427,0 days 00:03:44.762000
Panda,275a9yzwGB6ncAW4SxY7q3,Desiigner,energetic,0.0292,0.685,0.731,0.0,0.369,-5.503,0.414,145.245,0.266,0 days 00:04:07.867000
Alarm,0OwX5aROoW1Iip8FV51Efg,Anne-Marie,energetic,0.0812,0.756,0.589,0.0,0.176,-5.093,0.232,146.928,0.811,0 days 00:03:25.593000
Xo,07szho7oBzTazuymjyzpLg,Nightly,energetic,0.000609,0.613,0.771,0.00013,0.416,-6.963,0.0292,92.029,0.605,0 days 00:03:05.911000
Back 2 U (feat. WALK THE MOON),5deDWZeDHWfYk9xaq9ynh4,Steve Aoki,energetic,0.021,0.635,0.875,7.94e-06,0.139,-6.221,0.0512,126.034,0.545,0 days 00:04:35.977000
Marching On,5LVj9daVd1q6fjICKyvl7Y,Krewella,energetic,0.0331,0.567,0.834,3.59e-06,0.0652,-4.319,0.0581,101.016,0.34,0 days 00:03:59.293000
Talk,16zC5e1Sgl1FjEw0zPfG92,DJ Snake,energetic,0.00763,0.723,0.816,0.0,0.126,-4.486,0.0759,117.993,0.235,0 days 00:03:57.973000
Don't Let Me Down (feat. Daya) - Hardwell & Sephyx Remix,1JI70l1lE5IF2tgJm5TnMD,The Chainsmokers,energetic,0.0861,0.509,0.897,0.000634,0.0625,-3.418,0.0454,149.864,0.283,0 days 00:02:42.440000
Is It Love - Arty Remix,1qJhb6zftFI5PT39nL84vw,3LAU,energetic,0.0037,0.454,0.846,0.0,0.105,-4.577,0.0764,128.064,0.216,0 days 00:03:22.510000
Bullet - Instant Karma Remix,6aFvJSvmAuTuQSPZwK8rrN,Chelsea Lankes,energetic,0.0165,0.654,0.952,0.00293,0.355,-3.231,0.0432,127.997,0.588,0 days 00:03:19.351000
Broken Drum (feat. Fitz of Fitz and the Tantrums),1ueQDgg9WsjXF8NwJeLvUE,Cash Cash,energetic,0.0625,0.657,0.893,0.0,0.0688,-2.416,0.0739,127.992,0.514,0 days 00:03:18.227000
Summer Nights,5f6RsonTFhC7T6nvXGQPeT,Tiësto,energetic,0.228,0.671,0.796,8.13e-05,0.151,-5.157,0.0329,124.018,0.703,0 days 00:03:10.073000
Love Is Blind (feat. GLNNA) - Attom & Oracles Remix,2aiqBLmyYxvBF443FU8VwH,CID,energetic,0.0246,0.552,0.663,2.21e-05,0.111,-7.512,0.0372,128.05,0.111,0 days 00:03:54.375000
Good Enough (Michael Brun x The Ready Set),1JlNnlac0f4LWYaLVFB2ue,The Ready Set,energetic,0.00937,0.683,0.61,0.00254,0.327,-5.203,0.0344,125.984,0.428,0 days 00:03:33.112000
So Much Love,13HEIb4DeOsMN8x8SxhzN8,Muzzaik,energetic,0.000973,0.653,0.934,0.000512,0.144,-2.878,0.295,127.029,0.561,0 days 00:03:05.669000
Flutter (Feat. Madi),7FiQUNyXClHIoKoy2ct96M,Virtual Riot,energetic,0.0292,0.499,0.79,0.0052,0.0802,-5.187,0.0763,133.515,0.614,0 days 00:02:58.286000
How to Love (feat. Sofia Reyes) - Hellberg Remix,4aY5372weXNI9zRc1bQfqc,Cash Cash,energetic,0.0262,0.578,0.8,0.00989,0.11,-6.519,0.0572,127.931,0.457,0 days 00:03:22.539000
Bonfire,2prC6PPOZIPBsCD3dQb3lm,Felix Jaehn,energetic,0.0613,0.769,0.785,1.67e-05,0.0814,-3.895,0.0714,111.078,0.381,0 days 00:03:03.003000
Cruel (feat. ZAYN),0B2RttXEiyXsMeQ7mMP3EI,Snakehips,energetic,0.0184,0.603,0.879,0.0,0.156,-4.098,0.124,110.125,0.318,0 days 00:03:48.253000
Burn Wild (Young Bombs Remix),7qzzZG2V9HCz58RxyX5n8n,ROZES,energetic,0.138,0.467,0.963,0.101,0.0938,-1.563,0.192,160.135,0.394,0 days 00:03:33
Cold Water,7zsXy7vlHdItvUSH8EwQss,Major Lazer,energetic,0.0736,0.608,0.798,0.0,0.156,-5.092,0.0432,92.943,0.501,0 days 00:03:05.360000
Summer Heat - Radio Mix,1qnveWkOeefToJrPGWRlDg,Solidisco,energetic,0.00555,0.734,0.663,0.0,0.0755,-5.297,0.0331,122.886,0.577,0 days 00:02:54.146000
How I Rise,6z8GNqgdHwVCUPdvYBDluv,Kevin Writer,energetic,0.074,0.29,0.766,0.0,0.525,-4.476,0.0804,85.767,0.133,0 days 00:01:24.480000
Silence - Sluggo x Loote Remix,4cROwMEQna9GgrAcR64io3,Mike Posner,energetic,0.517,0.754,0.653,3.94e-05,0.561,-7.119,0.266,150.953,0.558,0 days 00:03:09.187000
Before (feat. N & Kat Nestel),0OR9wBSYgWk7sb6M0cH4SJ,Scott Gold,energetic,0.044,0.57,0.831,1.71e-06,0.0806,-3.062,0.0728,159.977,0.355,0 days 00:04:09
Not Missin U (feat. Dria) - Radio Edit,3vIFds1JNwmnXbVZTmtCls,Monn,energetic,0.0247,0.677,0.683,0.723,0.0404,-7.997,0.0342,125.997,0.181,0 days 00:02:51.851000
Purple Lamborghini (with Rick Ross),6JyuJFedEvPmdWQW0PkbGJ,Skrillex,energetic,0.0019,0.457,0.899,0.0,0.831,-2.591,0.132,147.268,0.298,0 days 00:03:35.510000
Future Pt 2,5PsLICW9HfBbHZ64TT1liT,DJ Snake,energetic,0.0513,0.799,0.628,7.95e-05,0.159,-6.914,0.0432,115.994,0.467,0 days 00:03:42.413000
This Is What You Came For (feat. Rihanna) - R3hab Remix,2Hh9mUcHvBF4OEMEKB2pgw,Calvin Harris,energetic,0.014,0.605,0.771,0.0,0.0978,-3.799,0.0716,147.937,0.406,0 days 00:02:30.920000
Healing,2qDmcePA2WjCRYDXuZWboY,St. Paul,energetic,0.0675,0.489,0.912,0.0067,0.353,-6.381,0.271,187.756,0.517,0 days 00:03:07.787000
Oxygen,5VeYS6XprMw2iSwziPPu5l,Prince Fox,energetic,0.0799,0.576,0.387,0.84,0.251,-8.905,0.0681,82.935,0.339,0 days 00:02:02.169000
Oxygen,5VeYS6XprMw2iSwziPPu5l,Prince Fox,energetic,0.25,0.573,0.774,0.000131,0.221,-3.263,0.0436,75.007,0.348,0 days 00:03:26.413000
Oceans (feat. Greyson Chance) - Radio Edit,1Ue1xqvrOq21ddE0dzYG1m,tyDi,energetic,0.0894,0.68,0.745,0.0,0.0758,-5.626,0.0798,126.047,0.26,0 days 00:03:37.143000
Wheels In Motion,07vwIbS3flnvFzVKelZWrr,TWRK,energetic,0.0238,0.411,0.81,0.0132,0.216,-5.047,0.0743,110.041,0.468,0 days 00:03:57.170000
Our Youth,3BWto5OqCXq9yKO1cZGnNn,Sonny Alven,energetic,0.0508,0.624,0.827,1.26e-05,0.0913,-4.827,0.0758,119.696,0.211,0 days 00:03:20.480000
Never Be Like You - Martin Solveig Remix,6a9brfnullCpI2I8RHgaMN,Flume,energetic,0.0024,0.734,0.691,0.145,0.121,-5.618,0.0385,125.0,0.0397,0 days 00:04:44.160000
You & Me (Jupiter Project vs Adam Trigger),0sZyGHS3NyAaC8YuyhaF8b,Jupiter Project,energetic,0.0719,0.737,0.855,0.0,0.116,-3.085,0.0346,117.991,0.525,0 days 00:02:48.750000
All About It,30E8XAlfh6zoVsxga5LOIc,Sketchy Bongo,energetic,0.198,0.716,0.79,0.0,0.397,-5.329,0.0572,99.934,0.719,0 days 00:03:21.600000
Lies (feat. SZA),69uWK3Zy6dZ8gIrQpn26l1,Felix Snow,energetic,0.0152,0.725,0.699,0.0222,0.116,-6.376,0.0575,132.042,0.661,0 days 00:03:52.490000
The Ocean (feat. Shy Martin),2CPqh63wRVscbceKcPxwvv,Mike Perry,energetic,0.0225,0.632,0.575,1.81e-06,0.104,-6.478,0.029,90.037,0.188,0 days 00:03:03.414000
Once in a While,4cBGOdNeyGhu8ROeIC6H9Q,Timeflies,energetic,0.598,0.746,0.331,0.913,0.0831,-13.754,0.084,90.036,0.173,0 days 00:02:37.333000
Once in a While,4cBGOdNeyGhu8ROeIC6H9Q,Timeflies,energetic,0.00687,0.785,0.682,0.0,0.634,-5.94,0.137,105.16,0.345,0 days 00:03:35.147000
Lose,5CldHsz8DpKHk2OiCs12RZ,Hvnnibvl,energetic,0.00994,0.538,0.936,1.78e-05,0.126,-0.814,0.0802,155.022,0.57,0 days 00:03:50.710000
Burn Brighter,3WG7UMFxPC9MWbxhJIv4lN,Pavlova,energetic,0.0296,0.731,0.81,0.00369,0.528,-4.653,0.108,127.996,0.373,0 days 00:03:32.667000
"All of Me (feat. Logic, ROZES)",7FqsuPolV5GURA7p3HPQtn,Big Gigantic,energetic,0.00189,0.628,0.877,0.0,0.228,-3.016,0.041,142.034,0.199,0 days 00:03:48.169000
Follow Me,19aAvyfu96PEYMVigkJTgN,Syn Cole,energetic,0.453,0.698,0.909,0.00867,0.0966,-2.713,0.0336,121.987,0.439,0 days 00:03:00.984000
Came Up (feat. Post Malone & Key!),6GAhe3wXCDJP1RK5lZLyjX,Flosstradamus,energetic,0.00908,0.613,0.879,1.66e-06,0.108,-4.649,0.0729,76.966,0.497,0 days 00:03:34.929000
Whole Heart,4Z1t1aMRif8ES212kTN8H2,Gryffin,energetic,0.028,0.501,0.648,1.26e-05,0.153,-7.173,0.0696,163.834,0.191,0 days 00:03:45.200000
Something Wrong,5T7fpq9q9GMOxAKu9LqZJr,Timeflies,energetic,0.0554,0.678,0.771,0.0,0.192,-5.437,0.311,95.122,0.522,0 days 00:03:55.002000
Into You - 3LAU Remix,1cfVkL84XmRON3Gl9jDXKI,Ariana Grande,energetic,0.0171,0.615,0.781,0.0017,0.178,-5.597,0.109,126.254,0.268,0 days 00:03:17.147000
Still Falling For You - Jonas Blue Remix,1KqquoEp6nWY1s46lwFoTF,Ellie Goulding,energetic,0.327,0.536,0.745,0.0,0.312,-7.695,0.0537,122.481,0.5,0 days 00:03:08.053000
Lost In You,4UrlusvpRQab5AWb1SqEjR,Erick Morillo,energetic,0.00497,0.518,0.908,0.23,0.077,-8.252,0.0423,126.011,0.193,0 days 00:03:00
Walking With Lions (Official Electric Zoo Anthem),79FLFt37dknKZOOMftjRSP,Codeko,energetic,0.108,0.518,0.836,0.000784,0.0806,-3.727,0.0332,154.886,0.745,0 days 00:03:01.161000
10 Victoria's Secret Models - Whethan Remix,6m7CKXj6KatyQfJV9vK5oC,MAX,energetic,0.0411,0.691,0.749,0.0,0.281,-6.779,0.0839,144.974,0.331,0 days 00:03:35.533000
Lost & Found (feat. Zack B),31f9pxT3Klam9lBDsMDUfC,SRNO,energetic,0.00849,0.729,0.544,0.0,0.176,-8.51,0.141,112.928,0.338,0 days 00:03:21.770000
Alive,7J2EJ4QMpGUbB2H3SYYYtU,Madden,energetic,0.00413,0.663,0.822,0.00318,0.234,-2.909,0.0557,128.002,0.567,0 days 00:04:50.760000
Alive,7J2EJ4QMpGUbB2H3SYYYtU,Madden,energetic,0.0202,0.488,0.715,0.0,0.1,-4.587,0.06,95.996,0.361,0 days 00:03:22.794000
High - Young Bombs Remix,4clBqOymesRWckowzNNK15,Jesper Jenset,energetic,0.229,0.588,0.603,0.0,0.0934,-6.044,0.0556,97.045,0.458,0 days 00:03:04.333000
To You (feat. Lee Fraser),01gu70jSrnQCY5BTbtlIjU,Neon Dreams,energetic,0.0331,0.756,0.92,4.85e-06,0.0716,-3.211,0.0844,125.962,0.518,0 days 00:02:44.750000
Fences,7BLjgK0bGcFiX9gZ8xCzL3,Pusher,energetic,0.0141,0.622,0.746,7.07e-05,0.0872,-6.138,0.123,89.981,0.552,0 days 00:02:45.938000
Chasing Clouds - Radio Edit,2azeipUVZQybmBjKA1NL9r,Möwe,energetic,0.178,0.671,0.729,0.00118,0.114,-4.387,0.0269,125.0,0.478,0 days 00:03:16.308000
Gotta Push On,6i1iegshodZpE8SB81cVVS,GRiZ,energetic,0.00664,0.554,0.528,0.0817,0.211,-6.912,0.0501,149.86,0.44,0 days 00:04:33.918000
Colors,400qVixdAaGueKeqm7zGcJ,Boombox Cartel,energetic,0.146,0.348,0.768,0.0,0.113,-3.455,0.0566,95.722,0.365,0 days 00:03:12
QUEEN,2MqlYHVvhW13On1i02tkzF,Hanne Leland,energetic,0.532,0.636,0.833,0.0,0.117,-4.036,0.237,160.103,0.513,0 days 00:03:18
Call on Me - Ryan Riback Remix,14uKsvPJ0quzQvdB6f7Dur,Starley,energetic,0.06,0.67,0.837,0.000694,0.159,-4.031,0.0362,105.003,0.71,0 days 00:03:42.041000
Samurai (feat. Katy Tiz),0VOsR3sEACivA46VDuaLai,Vanic,energetic,0.00457,0.381,0.668,0.0,0.0877,-4.328,0.0326,75.004,0.104,0 days 00:03:21.600000
Let You Get Away - Extended Mix,3kyAIPvdEI0efI9OmqGqyr,Shaun Frank,energetic,0.0684,0.572,0.799,0.000139,0.428,-2.867,0.125,167.941,0.317,0 days 00:04:04.205000
Love on Me,2MHCiOohBZEQuLgDTPvSzF,Galantis,energetic,0.105,0.562,0.906,0.0,0.145,-2.085,0.0758,124.146,0.674,0 days 00:03:25.920000
Stranger (feat. Elliphant),0jVPEBd4wyHupkTHwzQRyc,Peking Duk,energetic,0.045,0.528,0.874,0.0,0.0888,-3.028,0.0456,105.042,0.376,0 days 00:03:26.394000
Did You Wrong (feat. MAX),17yqfHa6dOTZr3UjJ8IZsi,Sweater Beats,energetic,0.134,0.596,0.746,1.01e-06,0.299,-4.411,0.076,99.03,0.473,0 days 00:03:41.205000
I Like Tuh,5MGeW5mHnqeJiM0NPBbkEZ,Carnage,energetic,0.329,0.611,0.543,0.0,0.281,-5.288,0.0672,174.862,0.561,0 days 00:03:09
Endz - Original Mix,3dzEZARDL4ZwICMKVta7Xn,Stooki Sound,energetic,0.00428,0.745,0.772,0.114,0.0722,-3.949,0.0904,133.113,0.17,0 days 00:03:45.400000
Hey Baby (feat. Debs's Daughter),0JWeXAsgB7Bz9I87hmGpB9,Dimitri Vegas & Like Mike,energetic,0.0154,0.658,0.88,0.0,0.235,-4.582,0.0845,90.018,0.831,0 days 00:03:10.813000
Ain't Giving Up,3mkJigBxWd5DJUsRuwHG3f,Craig David,energetic,0.0981,0.66,0.909,0.0,0.305,-2.323,0.0493,125.02,0.643,0 days 00:02:38.493000
All We Need,7AcQYm7d0csFhTJmbT6K77,King Topher,energetic,0.019,0.533,0.923,6.8e-05,0.0878,-1.807,0.0586,124.031,0.199,0 days 00:03:11.613000
What We Started,0e3P53YVOXKnUKvqlU4D2j,Don Diablo,energetic,0.223,0.36,0.847,0.00019,0.147,-3.931,0.109,89.915,0.501,0 days 00:03:23
Put Em Up,4DFaZyaQspxFSEjtuvlAO9,Madison Mars,energetic,0.00726,0.629,0.983,0.00207,0.345,-2.044,0.217,126.014,0.422,0 days 00:02:48
How Else (feat. Rich The Kid & ILOVEMAKONNEN) - David Guetta Remix,09PvKezSqiAvKDCvkpi4xm,Steve Aoki,energetic,0.00367,0.745,0.717,0.0453,0.104,-6.621,0.0353,130.011,0.242,0 days 00:04:55.385000
Ritual (feat. Wrabel),04AYgtKFrpldRXe5y0LNGQ,Marshmello,energetic,0.00848,0.561,0.946,2.05e-05,0.0635,-0.899,0.128,109.891,0.3,0 days 00:03:57.473000
Stronger (feat. Alex Newell & Sean Bass) - Vindata Remix,3qeYxCEQV5A6nOto5lkk28,Clean Bandit,energetic,0.00336,0.631,0.708,3.24e-05,0.0551,-6.592,0.0343,139.992,0.315,0 days 00:04:07.714000
Love & War,3JgVSANe9EurifYohsq0MP,Yellow Claw,energetic,0.0186,0.577,0.911,0.0587,0.159,-4.449,0.0512,160.036,0.543,0 days 00:03:00.150000
Changes,1g4OCrWOov61RyYWrO4X7S,ID,energetic,0.00273,0.466,0.682,2.69e-05,0.0972,-9.648,0.0355,125.97,0.323,0 days 00:03:14.090000
Changes,1g4OCrWOov61RyYWrO4X7S,ID,energetic,0.939,0.648,0.115,3.88e-05,0.11,-17.133,0.0445,119.967,0.29,0 days 00:03:34.815000
